Date,Year,Month,Geopolitical_Zone,State,Avg_Humidity_Percent,Min_Humidity_Percent,Max_Humidity_Percent
2015-01-01,2015,1,North-East,Adamawa,18.7,1.8,33.1
2015-02-01,2015,2,North-East,Adamawa,21.2,5.8,35.4
2015-03-01,2015,3,North-East,Adamawa,28.5,17.6,41.9
2015-04-01,2015,4,North-East,Adamawa,26.3,11.1,36.4
2015-05-01,2015,5,North-East,Adamawa,54.0,41.4,73.5
2015-06-01,2015,6,North-East,Adamawa,67.1,49.0,83.4
2015-07-01,2015,7,North-East,Adamawa,77.0,61.9,95.1
2015-08-01,2015,8,North-East,Adamawa,83.3,64.3,100.4
2015-09-01,2015,9,North-East,Adamawa,82.1,69.2,95.5
2015-10-01,2015,10,North-East,Adamawa,76.8,65.0,96.7
2015-11-01,2015,11,North-East,Adamawa,47.6,29.3,63.6
2015-12-01,2015,12,North-East,Adamawa,34.0,18.2,46.5
2016-01-01,2016,1,North-East,Adamawa,20.2,4.3,36.0
2016-02-01,2016,2,North-East,Adamawa,14.0,0.1,28.4
2016-03-01,2016,3,North-East,Adamawa,36.6,21.9,56.0
2016-04-01,2016,4,North-East,Adamawa,53.7,37.0,72.3
2016-05-01,2016,5,North-East,Adamawa,69.6,53.3,84.3
2016-06-01,2016,6,North-East,Adamawa,79.3,65.6,95.3
2016-07-01,2016,7,North-East,Adamawa,84.6,68.2,96.3
2016-08-01,2016,8,North-East,Adamawa,85.5,68.6,103.9
2016-09-01,2016,9,North-East,Adamawa,84.8,73.5,100.5
2016-10-01,2016,10,North-East,Adamawa,76.1,58.2,88.2
2016-11-01,2016,11,North-East,Adamawa,58.1,43.8,72.3
2016-12-01,2016,12,North-East,Adamawa,37.1,26.0,54.7
2017-01-01,2017,1,North-East,Adamawa,31.8,14.6,42.2
2017-02-01,2017,2,North-East,Adamawa,15.9,-0.7,33.1
2017-03-01,2017,3,North-East,Adamawa,18.7,-1.2,34.1
2017-04-01,2017,4,North-East,Adamawa,47.4,28.0,62.2
2017-05-01,2017,5,North-East,Adamawa,70.2,57.1,89.8
2017-06-01,2017,6,North-East,Adamawa,72.2,56.8,91.4
2017-07-01,2017,7,North-East,Adamawa,83.1,66.7,97.3
2017-08-01,2017,8,North-East,Adamawa,85.1,66.8,100.0
2017-09-01,2017,9,North-East,Adamawa,82.8,66.4,101.8
2017-10-01,2017,10,North-East,Adamawa,69.9,51.8,87.5
2017-11-01,2017,11,North-East,Adamawa,45.6,31.3,58.1
2017-12-01,2017,12,North-East,Adamawa,31.0,15.7,41.6
2018-01-01,2018,1,North-East,Adamawa,16.7,6.6,34.9
2018-02-01,2018,2,North-East,Adamawa,27.2,9.0,46.4
2018-03-01,2018,3,North-East,Adamawa,33.0,20.3,50.6
2018-04-01,2018,4,North-East,Adamawa,47.5,31.2,60.5
2018-05-01,2018,5,North-East,Adamawa,66.8,55.9,82.0
2018-06-01,2018,6,North-East,Adamawa,71.3,60.1,90.1
2018-07-01,2018,7,North-East,Adamawa,81.9,63.2,101.7
2018-08-01,2018,8,North-East,Adamawa,84.3,71.4,103.3
2018-09-01,2018,9,North-East,Adamawa,84.1,65.0,95.4
2018-10-01,2018,10,North-East,Adamawa,76.4,61.2,89.7
2018-11-01,2018,11,North-East,Adamawa,51.0,36.6,61.9
2018-12-01,2018,12,North-East,Adamawa,34.9,22.5,52.7
2019-01-01,2019,1,North-East,Adamawa,22.7,5.8,40.2
2019-02-01,2019,2,North-East,Adamawa,22.1,2.3,37.4
2019-03-01,2019,3,North-East,Adamawa,24.3,12.0,43.2
2019-04-01,2019,4,North-East,Adamawa,40.0,29.4,50.5
2019-05-01,2019,5,North-East,Adamawa,59.7,42.0,74.8
2019-06-01,2019,6,North-East,Adamawa,71.0,53.5,86.5
2019-07-01,2019,7,North-East,Adamawa,81.0,68.7,100.5
2019-08-01,2019,8,North-East,Adamawa,84.9,69.6,101.5
2019-09-01,2019,9,North-East,Adamawa,81.8,62.5,94.4
2019-10-01,2019,10,North-East,Adamawa,83.8,72.3,100.1
2019-11-01,2019,11,North-East,Adamawa,64.1,48.7,78.5
2019-12-01,2019,12,North-East,Adamawa,39.3,27.2,52.3
2020-01-01,2020,1,North-East,Adamawa,30.2,18.3,41.4
2020-02-01,2020,2,North-East,Adamawa,19.7,7.7,33.8
2020-03-01,2020,3,North-East,Adamawa,28.7,15.2,39.3
2020-04-01,2020,4,North-East,Adamawa,56.2,41.2,75.8
2020-05-01,2020,5,North-East,Adamawa,69.2,49.4,80.4
2020-06-01,2020,6,North-East,Adamawa,78.4,64.6,97.5
2020-07-01,2020,7,North-East,Adamawa,82.4,68.2,98.1
2020-08-01,2020,8,North-East,Adamawa,82.1,71.5,99.7
2020-09-01,2020,9,North-East,Adamawa,83.9,73.7,99.4
2020-10-01,2020,10,North-East,Adamawa,72.1,61.6,88.1
2020-11-01,2020,11,North-East,Adamawa,54.9,39.8,69.7
2020-12-01,2020,12,North-East,Adamawa,34.9,16.2,52.1
2021-01-01,2021,1,North-East,Adamawa,22.0,11.9,35.1
2021-02-01,2021,2,North-East,Adamawa,15.6,-2.3,31.2
2021-03-01,2021,3,North-East,Adamawa,32.2,20.4,43.6
2021-04-01,2021,4,North-East,Adamawa,40.5,28.0,58.8
2021-05-01,2021,5,North-East,Adamawa,60.6,42.6,78.6
2021-06-01,2021,6,North-East,Adamawa,72.6,59.8,89.1
2021-07-01,2021,7,North-East,Adamawa,85.2,73.0,103.2
2021-08-01,2021,8,North-East,Adamawa,85.6,68.5,103.4
2021-09-01,2021,9,North-East,Adamawa,83.7,72.0,96.8
2021-10-01,2021,10,North-East,Adamawa,78.3,64.5,89.8
2021-11-01,2021,11,North-East,Adamawa,55.5,44.7,66.0
2021-12-01,2021,12,North-East,Adamawa,40.2,21.7,50.4
2022-01-01,2022,1,North-East,Adamawa,29.8,16.5,45.8
2022-02-01,2022,2,North-East,Adamawa,16.9,3.5,32.1
2022-03-01,2022,3,North-East,Adamawa,25.1,12.0,38.7
2022-04-01,2022,4,North-East,Adamawa,59.2,39.4,73.3
2022-05-01,2022,5,North-East,Adamawa,79.5,62.4,97.5
2022-06-01,2022,6,North-East,Adamawa,81.1,67.9,97.3
2022-07-01,2022,7,North-East,Adamawa,86.1,75.5,97.3
2022-08-01,2022,8,North-East,Adamawa,87.3,70.5,106.5
2022-09-01,2022,9,North-East,Adamawa,84.6,67.0,101.2
2022-10-01,2022,10,North-East,Adamawa,78.4,60.6,89.5
2022-11-01,2022,11,North-East,Adamawa,59.3,42.0,79.2
2022-12-01,2022,12,North-East,Adamawa,41.7,22.2,52.7
2023-01-01,2023,1,North-East,Adamawa,32.5,22.0,45.6
2023-02-01,2023,2,North-East,Adamawa,19.1,8.6,35.4
2023-03-01,2023,3,North-East,Adamawa,32.8,14.6,50.3
2023-04-01,2023,4,North-East,Adamawa,44.2,33.2,57.8
2023-05-01,2023,5,North-East,Adamawa,51.3,33.4,67.7
2023-06-01,2023,6,North-East,Adamawa,66.0,52.5,77.1
2023-07-01,2023,7,North-East,Adamawa,66.5,49.3,76.6
2023-08-01,2023,8,North-East,Adamawa,72.5,56.1,92.1
2023-09-01,2023,9,North-East,Adamawa,73.5,59.1,86.2
2023-10-01,2023,10,North-East,Adamawa,58.6,47.5,75.4
2023-11-01,2023,11,North-East,Adamawa,43.7,31.0,62.7
2023-12-01,2023,12,North-East,Adamawa,23.3,5.7,36.5
1990-01-01,1990,1,North-East,Bauchi,26.8,7.2,44.7
1990-02-01,1990,2,North-East,Bauchi,18.9,8.1,35.4
1990-03-01,1990,3,North-East,Bauchi,14.9,-4.7,26.9
1990-04-01,1990,4,North-East,Bauchi,44.1,32.3,62.8
1990-05-01,1990,5,North-East,Bauchi,66.2,46.4,79.0
1990-06-01,1990,6,North-East,Bauchi,67.8,56.9,80.7
1990-07-01,1990,7,North-East,Bauchi,77.2,61.7,92.5
1990-08-01,1990,8,North-East,Bauchi,79.9,63.5,96.4
1990-09-01,1990,9,North-East,Bauchi,75.9,57.8,91.7
1990-10-01,1990,10,North-East,Bauchi,64.0,53.6,74.5
1990-11-01,1990,11,North-East,Bauchi,41.8,21.8,55.0
1990-12-01,1990,12,North-East,Bauchi,31.0,13.4,49.1
1991-01-01,1991,1,North-East,Bauchi,21.3,9.4,35.9
1991-02-01,1991,2,North-East,Bauchi,21.1,8.9,33.2
1991-03-01,1991,3,North-East,Bauchi,23.6,9.9,39.5
1991-04-01,1991,4,North-East,Bauchi,47.9,29.3,58.2
1991-05-01,1991,5,North-East,Bauchi,66.9,55.3,85.7
1991-06-01,1991,6,North-East,Bauchi,70.2,57.1,89.5
1991-07-01,1991,7,North-East,Bauchi,79.3,66.6,92.7
1991-08-01,1991,8,North-East,Bauchi,84.8,71.1,97.2
1991-09-01,1991,9,North-East,Bauchi,79.5,61.7,91.9
1991-10-01,1991,10,North-East,Bauchi,67.8,51.0,84.5
1991-11-01,1991,11,North-East,Bauchi,36.4,18.6,49.8
1991-12-01,1991,12,North-East,Bauchi,27.8,11.9,43.9
1992-01-01,1992,1,North-East,Bauchi,23.5,12.7,35.7
1992-02-01,1992,2,North-East,Bauchi,15.2,-2.5,29.0
1992-03-01,1992,3,North-East,Bauchi,27.4,10.2,41.1
1992-04-01,1992,4,North-East,Bauchi,50.3,33.4,63.4
1992-05-01,1992,5,North-East,Bauchi,63.4,43.7,80.7
1992-06-01,1992,6,North-East,Bauchi,70.0,55.0,82.2
1992-07-01,1992,7,North-East,Bauchi,80.3,65.8,96.3
1992-08-01,1992,8,North-East,Bauchi,85.0,69.4,103.3
1992-09-01,1992,9,North-East,Bauchi,82.7,65.5,101.8
1992-10-01,1992,10,North-East,Bauchi,70.8,56.4,85.8
1992-11-01,1992,11,North-East,Bauchi,45.4,33.4,58.1
1992-12-01,1992,12,North-East,Bauchi,31.7,13.6,45.9
1993-01-01,1993,1,North-East,Bauchi,26.1,12.2,44.5
1993-02-01,1993,2,North-East,Bauchi,18.5,0.4,37.9
1993-03-01,1993,3,North-East,Bauchi,26.3,8.6,39.0
1993-04-01,1993,4,North-East,Bauchi,36.7,21.0,53.8
1993-05-01,1993,5,North-East,Bauchi,62.3,43.8,79.0
1993-06-01,1993,6,North-East,Bauchi,68.7,51.6,81.5
1993-07-01,1993,7,North-East,Bauchi,76.4,64.2,91.3
1993-08-01,1993,8,North-East,Bauchi,83.2,64.3,102.5
1993-09-01,1993,9,North-East,Bauchi,80.0,68.0,94.1
1993-10-01,1993,10,North-East,Bauchi,66.7,55.0,84.4
1993-11-01,1993,11,North-East,Bauchi,42.7,30.5,60.9
1993-12-01,1993,12,North-East,Bauchi,30.3,12.8,45.4
1994-01-01,1994,1,North-East,Bauchi,24.0,10.0,36.6
1994-02-01,1994,2,North-East,Bauchi,15.4,-1.3,30.8
1994-03-01,1994,3,North-East,Bauchi,18.2,2.7,32.6
1994-04-01,1994,4,North-East,Bauchi,48.1,32.5,67.7
1994-05-01,1994,5,North-East,Bauchi,59.9,40.6,71.1
1994-06-01,1994,6,North-East,Bauchi,70.1,51.1,86.8
1994-07-01,1994,7,North-East,Bauchi,80.3,60.6,94.6
1994-08-01,1994,8,North-East,Bauchi,86.9,67.4,101.0
1994-09-01,1994,9,North-East,Bauchi,85.9,67.8,99.3
1994-10-01,1994,10,North-East,Bauchi,79.4,62.0,90.9
1994-11-01,1994,11,North-East,Bauchi,54.1,34.3,73.0
1994-12-01,1994,12,North-East,Bauchi,42.4,24.2,62.0
1995-01-01,1995,1,North-East,Bauchi,32.0,13.0,49.0
1995-02-01,1995,2,North-East,Bauchi,25.3,10.5,38.3
1995-03-01,1995,3,North-East,Bauchi,28.6,13.2,39.5
1995-04-01,1995,4,North-East,Bauchi,46.7,32.3,65.7
1995-05-01,1995,5,North-East,Bauchi,62.0,46.0,76.2
1995-06-01,1995,6,North-East,Bauchi,71.4,56.5,90.5
1995-07-01,1995,7,North-East,Bauchi,81.5,63.8,92.3
1995-08-01,1995,8,North-East,Bauchi,84.9,72.2,102.6
1995-09-01,1995,9,North-East,Bauchi,82.6,66.8,94.2
1995-10-01,1995,10,North-East,Bauchi,78.1,59.7,89.9
1995-11-01,1995,11,North-East,Bauchi,53.2,40.6,69.5
1995-12-01,1995,12,North-East,Bauchi,41.7,26.4,57.7
1996-01-01,1996,1,North-East,Bauchi,29.3,18.5,39.5
1996-02-01,1996,2,North-East,Bauchi,24.4,10.5,38.7
1996-03-01,1996,3,North-East,Bauchi,30.0,10.6,43.2
1996-04-01,1996,4,North-East,Bauchi,41.8,23.0,56.0
1996-05-01,1996,5,North-East,Bauchi,59.7,42.5,72.1
1996-06-01,1996,6,North-East,Bauchi,73.2,55.3,89.5
1996-07-01,1996,7,North-East,Bauchi,78.0,58.3,89.5
1996-08-01,1996,8,North-East,Bauchi,84.9,70.6,104.5
1996-09-01,1996,9,North-East,Bauchi,83.8,65.4,99.7
1996-10-01,1996,10,North-East,Bauchi,75.3,65.3,85.4
1996-11-01,1996,11,North-East,Bauchi,49.4,31.7,66.8
1996-12-01,1996,12,North-East,Bauchi,36.3,24.2,53.4
1997-01-01,1997,1,North-East,Bauchi,28.6,16.9,45.7
1997-02-01,1997,2,North-East,Bauchi,20.7,2.1,32.3
1997-03-01,1997,3,North-East,Bauchi,31.1,14.2,51.0
1997-04-01,1997,4,North-East,Bauchi,49.0,33.8,59.3
1997-05-01,1997,5,North-East,Bauchi,66.9,52.4,80.8
1997-06-01,1997,6,North-East,Bauchi,74.8,59.0,91.7
1997-07-01,1997,7,North-East,Bauchi,79.6,62.0,98.8
1997-08-01,1997,8,North-East,Bauchi,82.1,66.9,93.3
1997-09-01,1997,9,North-East,Bauchi,77.2,67.0,94.9
1997-10-01,1997,10,North-East,Bauchi,70.1,51.2,80.1
1997-11-01,1997,11,North-East,Bauchi,40.5,21.1,52.4
1997-12-01,1997,12,North-East,Bauchi,26.1,11.3,42.5
1998-01-01,1998,1,North-East,Bauchi,21.3,4.4,40.1
1998-02-01,1998,2,North-East,Bauchi,17.6,0.7,35.3
1998-03-01,1998,3,North-East,Bauchi,15.1,4.6,29.2
1998-04-01,1998,4,North-East,Bauchi,42.7,26.6,62.0
1998-05-01,1998,5,North-East,Bauchi,63.8,53.7,79.9
1998-06-01,1998,6,North-East,Bauchi,71.3,51.8,90.8
1998-07-01,1998,7,North-East,Bauchi,77.9,66.0,88.3
1998-08-01,1998,8,North-East,Bauchi,84.1,70.6,99.5
1998-09-01,1998,9,North-East,Bauchi,83.1,66.8,100.3
1998-10-01,1998,10,North-East,Bauchi,72.6,60.5,88.2
1998-11-01,1998,11,North-East,Bauchi,45.7,31.8,61.4
1998-12-01,1998,12,North-East,Bauchi,35.3,21.3,53.7
1999-01-01,1999,1,North-East,Bauchi,26.9,10.9,42.2
1999-02-01,1999,2,North-East,Bauchi,24.9,7.6,41.4
1999-03-01,1999,3,North-East,Bauchi,22.3,6.5,33.7
1999-04-01,1999,4,North-East,Bauchi,31.7,18.5,51.5
1999-05-01,1999,5,North-East,Bauchi,47.0,29.6,61.0
1999-06-01,1999,6,North-East,Bauchi,55.4,39.8,65.4
1999-07-01,1999,7,North-East,Bauchi,63.9,45.4,74.2
1999-08-01,1999,8,North-East,Bauchi,75.0,59.9,91.9
1999-09-01,1999,9,North-East,Bauchi,70.4,58.3,85.1
1999-10-01,1999,10,North-East,Bauchi,62.9,51.0,73.0
1999-11-01,1999,11,North-East,Bauchi,30.8,14.2,48.6
1999-12-01,1999,12,North-East,Bauchi,22.1,4.6,39.3
2000-01-01,2000,1,North-East,Bauchi,21.7,6.7,37.8
2000-02-01,2000,2,North-East,Bauchi,18.5,3.0,29.5
2000-03-01,2000,3,North-East,Bauchi,14.4,4.2,32.2
2000-04-01,2000,4,North-East,Bauchi,32.7,19.7,42.7
2000-05-01,2000,5,North-East,Bauchi,43.4,33.1,55.8
2000-06-01,2000,6,North-East,Bauchi,75.1,55.8,90.4
2000-07-01,2000,7,North-East,Bauchi,81.3,70.1,95.3
2000-08-01,2000,8,North-East,Bauchi,83.0,69.6,101.2
2000-09-01,2000,9,North-East,Bauchi,80.5,65.4,97.7
2000-10-01,2000,10,North-East,Bauchi,67.3,50.9,83.6
2000-11-01,2000,11,North-East,Bauchi,38.1,24.0,50.6
2000-12-01,2000,12,North-East,Bauchi,30.5,16.9,44.5
2001-01-01,2001,1,North-East,Bauchi,19.7,8.6,39.6
2001-02-01,2001,2,North-East,Bauchi,17.1,1.5,27.9
2001-03-01,2001,3,North-East,Bauchi,16.1,4.6,35.1
2001-04-01,2001,4,North-East,Bauchi,45.7,31.3,64.9
2001-05-01,2001,5,North-East,Bauchi,57.7,40.1,71.2
2001-06-01,2001,6,North-East,Bauchi,65.8,54.2,77.0
2001-07-01,2001,7,North-East,Bauchi,73.6,56.2,87.9
2001-08-01,2001,8,North-East,Bauchi,81.9,64.0,100.2
2001-09-01,2001,9,North-East,Bauchi,77.2,65.5,92.8
2001-10-01,2001,10,North-East,Bauchi,52.5,40.8,71.5
2001-11-01,2001,11,North-East,Bauchi,27.8,15.6,38.9
2001-12-01,2001,12,North-East,Bauchi,21.8,5.8,37.5
2002-01-01,2002,1,North-East,Bauchi,19.4,7.7,30.8
2002-02-01,2002,2,North-East,Bauchi,15.5,-0.4,34.1
2002-03-01,2002,3,North-East,Bauchi,21.6,9.8,40.0
2002-04-01,2002,4,North-East,Bauchi,47.2,29.4,57.8
2002-05-01,2002,5,North-East,Bauchi,52.1,37.5,66.8
2002-06-01,2002,6,North-East,Bauchi,58.0,42.6,73.0
2002-07-01,2002,7,North-East,Bauchi,65.8,52.0,81.8
2002-08-01,2002,8,North-East,Bauchi,78.0,59.4,89.2
2002-09-01,2002,9,North-East,Bauchi,75.7,62.6,92.2
2002-10-01,2002,10,North-East,Bauchi,58.6,41.6,69.1
2002-11-01,2002,11,North-East,Bauchi,28.9,13.5,41.9
2002-12-01,2002,12,North-East,Bauchi,20.2,1.0,35.8
2003-01-01,2003,1,North-East,Bauchi,16.2,-2.1,29.4
2003-02-01,2003,2,North-East,Bauchi,15.9,-3.3,26.6
2003-03-01,2003,3,North-East,Bauchi,13.9,-3.8,33.6
2003-04-01,2003,4,North-East,Bauchi,48.0,30.3,63.4
2003-05-01,2003,5,North-East,Bauchi,41.5,31.1,55.3
2003-06-01,2003,6,North-East,Bauchi,60.4,45.7,77.5
2003-07-01,2003,7,North-East,Bauchi,69.7,59.4,84.2
2003-08-01,2003,8,North-East,Bauchi,73.2,57.6,91.1
2003-09-01,2003,9,North-East,Bauchi,77.8,60.4,91.3
2003-10-01,2003,10,North-East,Bauchi,61.6,42.9,80.0
2003-11-01,2003,11,North-East,Bauchi,32.3,19.1,50.3
2003-12-01,2003,12,North-East,Bauchi,20.3,7.8,36.5
2004-01-01,2004,1,North-East,Bauchi,17.2,0.2,36.3
2004-02-01,2004,2,North-East,Bauchi,13.7,1.0,28.8
2004-03-01,2004,3,North-East,Bauchi,14.3,-1.2,28.3
2004-04-01,2004,4,North-East,Bauchi,40.2,22.0,58.3
2004-05-01,2004,5,North-East,Bauchi,60.8,50.1,78.0
2004-06-01,2004,6,North-East,Bauchi,58.8,40.2,69.0
2004-07-01,2004,7,North-East,Bauchi,63.4,50.5,80.2
2004-08-01,2004,8,North-East,Bauchi,69.9,59.5,83.9
2004-09-01,2004,9,North-East,Bauchi,64.1,44.4,74.3
2004-10-01,2004,10,North-East,Bauchi,46.7,29.8,57.1
2004-11-01,2004,11,North-East,Bauchi,25.9,11.8,37.6
2004-12-01,2004,12,North-East,Bauchi,17.2,0.1,28.7
2005-01-01,2005,1,North-East,Bauchi,19.1,4.5,31.0
2005-02-01,2005,2,North-East,Bauchi,19.5,4.8,29.6
2005-03-01,2005,3,North-East,Bauchi,18.6,6.2,36.2
2005-04-01,2005,4,North-East,Bauchi,33.4,15.9,45.2
2005-05-01,2005,5,North-East,Bauchi,50.9,38.5,62.7
2005-06-01,2005,6,North-East,Bauchi,62.4,47.4,78.0
2005-07-01,2005,7,North-East,Bauchi,66.7,56.1,78.8
2005-08-01,2005,8,North-East,Bauchi,73.7,56.5,93.6
2005-09-01,2005,9,North-East,Bauchi,70.7,57.2,84.1
2005-10-01,2005,10,North-East,Bauchi,55.5,37.9,74.1
2005-11-01,2005,11,North-East,Bauchi,23.2,6.7,34.2
2005-12-01,2005,12,North-East,Bauchi,21.1,5.1,31.3
2006-01-01,2006,1,North-East,Bauchi,18.0,-1.0,37.0
2006-02-01,2006,2,North-East,Bauchi,21.8,9.0,36.5
2006-03-01,2006,3,North-East,Bauchi,14.5,-2.3,33.0
2006-04-01,2006,4,North-East,Bauchi,19.5,0.3,31.9
2006-05-01,2006,5,North-East,Bauchi,51.5,40.6,63.5
2006-06-01,2006,6,North-East,Bauchi,52.1,34.3,70.7
2006-07-01,2006,7,North-East,Bauchi,53.3,37.8,67.3
2006-08-01,2006,8,North-East,Bauchi,74.7,55.1,92.4
2006-09-01,2006,9,North-East,Bauchi,76.0,59.4,88.0
2006-10-01,2006,10,North-East,Bauchi,59.5,40.3,76.5
2006-11-01,2006,11,North-East,Bauchi,25.9,7.2,43.4
2006-12-01,2006,12,North-East,Bauchi,20.1,2.3,30.5
2007-01-01,2007,1,North-East,Bauchi,19.3,8.3,38.2
2007-02-01,2007,2,North-East,Bauchi,14.6,-2.3,29.5
2007-03-01,2007,3,North-East,Bauchi,14.7,-2.0,30.6
2007-04-01,2007,4,North-East,Bauchi,40.2,24.7,51.8
2007-05-01,2007,5,North-East,Bauchi,55.3,42.5,70.4
2007-06-01,2007,6,North-East,Bauchi,67.5,51.9,87.1
2007-07-01,2007,7,North-East,Bauchi,77.3,57.6,88.5
2007-08-01,2007,8,North-East,Bauchi,85.2,70.8,96.8
2007-09-01,2007,9,North-East,Bauchi,81.8,61.9,93.1
2007-10-01,2007,10,North-East,Bauchi,70.9,51.3,88.4
2007-11-01,2007,11,North-East,Bauchi,43.7,24.0,55.2
2007-12-01,2007,12,North-East,Bauchi,30.1,13.4,42.2
2008-01-01,2008,1,North-East,Bauchi,27.8,15.1,46.0
2008-02-01,2008,2,North-East,Bauchi,18.0,0.1,29.5
2008-03-01,2008,3,North-East,Bauchi,20.1,2.3,31.7
2008-04-01,2008,4,North-East,Bauchi,33.4,22.0,53.0
2008-05-01,2008,5,North-East,Bauchi,50.5,38.1,66.7
2008-06-01,2008,6,North-East,Bauchi,60.0,47.1,72.6
2008-07-01,2008,7,North-East,Bauchi,73.5,58.8,88.1
2008-08-01,2008,8,North-East,Bauchi,83.7,66.7,96.3
2008-09-01,2008,9,North-East,Bauchi,81.8,70.2,101.3
2008-10-01,2008,10,North-East,Bauchi,62.3,49.7,80.6
2008-11-01,2008,11,North-East,Bauchi,33.7,21.1,51.6
2008-12-01,2008,12,North-East,Bauchi,29.0,16.8,47.2
2009-01-01,2009,1,North-East,Bauchi,22.9,7.8,36.2
2009-02-01,2009,2,North-East,Bauchi,14.7,3.7,27.8
2009-03-01,2009,3,North-East,Bauchi,15.4,2.6,31.7
2009-04-01,2009,4,North-East,Bauchi,45.1,29.0,57.0
2009-05-01,2009,5,North-East,Bauchi,54.5,35.4,68.2
2009-06-01,2009,6,North-East,Bauchi,58.3,46.7,74.5
2009-07-01,2009,7,North-East,Bauchi,71.0,56.6,86.0
2009-08-01,2009,8,North-East,Bauchi,80.3,61.1,97.0
2009-09-01,2009,9,North-East,Bauchi,76.1,64.0,91.3
2009-10-01,2009,10,North-East,Bauchi,65.5,48.2,83.2
2009-11-01,2009,11,North-East,Bauchi,38.8,23.8,51.1
2009-12-01,2009,12,North-East,Bauchi,20.8,3.6,33.8
2010-01-01,2010,1,North-East,Bauchi,20.0,7.0,38.5
2010-02-01,2010,2,North-East,Bauchi,16.5,2.7,33.2
2010-03-01,2010,3,North-East,Bauchi,19.4,3.7,31.8
2010-04-01,2010,4,North-East,Bauchi,35.1,18.4,54.2
2010-05-01,2010,5,North-East,Bauchi,53.7,39.7,65.9
2010-06-01,2010,6,North-East,Bauchi,64.6,51.7,82.4
2010-07-01,2010,7,North-East,Bauchi,79.1,61.3,97.7
2010-08-01,2010,8,North-East,Bauchi,84.5,65.2,99.3
2010-09-01,2010,9,North-East,Bauchi,84.6,72.9,100.3
2010-10-01,2010,10,North-East,Bauchi,77.3,64.9,91.4
2010-11-01,2010,11,North-East,Bauchi,47.9,31.9,67.6
2010-12-01,2010,12,North-East,Bauchi,30.0,17.5,46.7
2011-01-01,2011,1,North-East,Bauchi,24.3,5.5,43.4
2011-02-01,2011,2,North-East,Bauchi,24.0,13.6,37.4
2011-03-01,2011,3,North-East,Bauchi,16.8,2.8,34.1
2011-04-01,2011,4,North-East,Bauchi,27.8,10.7,37.8
2011-05-01,2011,5,North-East,Bauchi,54.2,36.8,68.5
2011-06-01,2011,6,North-East,Bauchi,60.7,44.5,74.2
2011-07-01,2011,7,North-East,Bauchi,64.8,45.8,83.4
2011-08-01,2011,8,North-East,Bauchi,80.7,69.4,92.5
2011-09-01,2011,9,North-East,Bauchi,81.6,71.4,93.1
2011-10-01,2011,10,North-East,Bauchi,66.8,48.0,78.5
2011-11-01,2011,11,North-East,Bauchi,32.0,15.7,51.1
2011-12-01,2011,12,North-East,Bauchi,24.7,11.3,41.3
2012-01-01,2012,1,North-East,Bauchi,22.7,6.1,39.5
2012-02-01,2012,2,North-East,Bauchi,17.7,2.3,29.7
2012-03-01,2012,3,North-East,Bauchi,12.8,-0.8,23.9
2012-04-01,2012,4,North-East,Bauchi,44.4,24.5,57.3
2012-05-01,2012,5,North-East,Bauchi,59.8,47.3,74.4
2012-06-01,2012,6,North-East,Bauchi,74.2,59.7,87.7
2012-07-01,2012,7,North-East,Bauchi,81.9,67.2,93.6
2012-08-01,2012,8,North-East,Bauchi,85.5,69.1,105.1
2012-09-01,2012,9,North-East,Bauchi,83.9,66.4,95.2
2012-10-01,2012,10,North-East,Bauchi,76.0,59.5,87.1
2012-11-01,2012,11,North-East,Bauchi,50.5,32.0,62.2
2012-12-01,2012,12,North-East,Bauchi,35.9,18.6,54.1
2013-01-01,2013,1,North-East,Bauchi,30.8,18.1,42.4
2013-02-01,2013,2,North-East,Bauchi,22.6,5.2,33.8
2013-03-01,2013,3,North-East,Bauchi,30.4,11.5,41.8
2013-04-01,2013,4,North-East,Bauchi,37.8,22.8,51.1
2013-05-01,2013,5,North-East,Bauchi,49.7,32.8,63.4
2013-06-01,2013,6,North-East,Bauchi,57.9,38.0,75.3
2013-07-01,2013,7,North-East,Bauchi,66.6,56.2,83.8
2013-08-01,2013,8,North-East,Bauchi,82.7,72.3,99.4
2013-09-01,2013,9,North-East,Bauchi,77.2,59.5,95.8
2013-10-01,2013,10,North-East,Bauchi,55.6,42.8,73.2
2013-11-01,2013,11,North-East,Bauchi,31.6,12.0,46.7
2013-12-01,2013,12,North-East,Bauchi,27.2,7.2,46.6
2014-01-01,2014,1,North-East,Bauchi,18.7,6.0,33.3
2014-02-01,2014,2,North-East,Bauchi,16.1,2.0,26.7
2014-03-01,2014,3,North-East,Bauchi,25.6,15.5,45.4
2014-04-01,2014,4,North-East,Bauchi,42.6,24.3,53.8
2014-05-01,2014,5,North-East,Bauchi,54.6,35.3,73.4
2014-06-01,2014,6,North-East,Bauchi,59.6,40.5,79.0
2014-07-01,2014,7,North-East,Bauchi,68.2,52.1,86.4
2014-08-01,2014,8,North-East,Bauchi,79.3,68.2,96.2
2014-09-01,2014,9,North-East,Bauchi,77.5,59.1,93.2
2014-10-01,2014,10,North-East,Bauchi,59.9,44.8,77.6
2014-11-01,2014,11,North-East,Bauchi,32.4,13.4,51.1
2014-12-01,2014,12,North-East,Bauchi,22.4,7.3,33.0
2015-01-01,2015,1,North-East,Bauchi,18.8,-0.5,37.1
