Region,Crop,Year,Month,Temperature_C,Rainfall_mm,Humidity_percent,CO2_MtCO2,Avg_pH,Avg_Nitrogen_ppm,Avg_Phosphorus_ppm,Avg_Organic_Matter_Percent,Yield_kg_per_ha,GDD,Cumulative_Rainfall,Days_Into_Season,pH_Temperature_Interaction,Nitrogen_Rainfall_Interaction,Is_Rainy_Season,Is_Peak_Growing,Heat_Stress,Cold_Stress,Rainfall_Anomaly,Drought_Risk,Flood_Risk,Yield_Lag_1,Yield_Lag_2,Yield_Lag_3,Yield_MA_3yr,Temp_MA_3yr,Rain_MA_3yr,Yield_YoY_Change,Temp_YoY_Change,Rain_YoY_Change,Yield_Volatility_3yr
North East,Cassava,2009,10,25.003729344202238,524.649833707773,50.297222222222224,77.031,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,3569.6375,180,163.3576983821213,39934.59650905665,0,0,0,0,-0.36053062348486337,0,0,9.277782116360797,8.915874560287403,8.446439628482972,9.181381432851225,27.147129629629628,4876.133333333334,0.07270550554467903,0.8383333333333312,-603.9000000000005,0.23279163895659577
North East,Cassava,2009,11,26.101805555555554,457.64583333333326,50.297222222222224,77.031,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,4027.283333333333,210,170.5317962962963,34834.475347222215,0,0,0,0,-0.3605306234818498,0,0,9.277782116360797,8.915874560287403,8.446439628482972,9.181381432851225,27.147129629629628,4876.133333333334,0.07270550554467903,0.8383333333333312,-603.9000000000005,0.23279163895659577
North East,Cassava,2009,12,27.601805555555554,366.1166666666666,50.297222222222224,77.031,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,4393.4,240,180.33179629629632,27867.58027777777,0,0,0,0,-0.3605306234759503,0,0,9.277782116360797,8.915874560287403,8.446439628482972,9.181381432851225,27.147129629629628,4876.133333333334,0.07270550554467903,0.8383333333333312,-603.9000000000005,0.23279163895659577
North East,Cassava,2010,1,28.820555555555554,330.8,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,330.8,0,188.2942962962963,25179.393333333333,0,0,0,0,0.25266659241328204,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,2,29.91863176690887,250.07919761873842,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,580.8791976187384,0,195.4683942104713,19035.194925412972,0,0,0,0,0.25266659240438566,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,3,30.320555555555554,220.53333333333333,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,801.4125309520717,0,198.0942962962963,16786.26222222222,0,0,0,0,0.2526665923995012,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,4,29.91863176690887,250.07919761873848,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.3523348481854705,19.91863176690887,1051.4917285708102,0,195.4683942104713,19035.194925412976,1,0,0,0,0.25266659240438644,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,5,28.820555555555554,330.8,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.3523348481854705,18.820555555555554,1382.2917285708104,30,188.2942962962963,25179.393333333333,1,1,0,0,0.25266659241328204,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,6,27.320555555555554,441.06666666666666,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.3523348481854705,17.320555555555554,1823.358395237477,60,178.4942962962963,33572.52444444444,1,1,0,0,0.2526665924201729,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,7,25.820555555555554,551.3333333333334,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.3523348481854705,15.820555555555554,2374.6917285708105,90,168.6942962962963,41965.65555555555,1,1,0,0,0.2526665924243075,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,8,24.722479344202238,632.0541357145948,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.3523348481854705,14.722479344202238,3006.7458642854053,120,161.52019838212132,48109.85396347591,1,0,0,0,0.2526665924264198,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,9,24.320555555555554,661.6,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.3523348481854705,14.320555555555554,3668.3458642854052,150,158.89429629629632,50358.78666666667,1,0,0,0,0.25266659242706313,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,10,24.722479344202238,632.0541357145948,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,4300.4,180,161.52019838212132,48109.85396347591,0,0,0,0,0.2526665924264185,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,11,25.820555555555554,551.3333333333334,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,4851.733333333334,210,168.6942962962963,41965.65555555555,0,0,0,0,0.2526665924243075,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2010,12,27.320555555555554,441.06666666666666,52.793055555555554,112.05,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,5292.8,240,178.4942962962963,33572.52444444444,0,0,0,0,0.2526665924201729,0,0,9.350487621905476,9.277782116360797,8.915874560287403,8.914092942459698,27.22861111111111,4894.5,-1.2364785327926526,-0.28125,899.4000000000005,0.6938459136753024
North East,Cassava,2011,1,28.694166666666668,254.375,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,254.375,0,187.46855555555558,19362.177083333332,0,0,0,0,-0.5810198158336942,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,2,29.792242878019984,192.30319194155558,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,446.6781919415556,0,194.6426534697306,14637.477959951404,0,0,0,0,-0.5810198158132358,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,3,30.194166666666668,169.58333333333334,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,616.261525274889,0,197.2685555555556,12908.118055555555,0,0,0,0,-0.5810198158020032,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,4,29.792242878019984,192.30319194155564,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.64843508002065,19.792242878019984,808.5647172164446,0,194.6426534697306,14637.47795995141,1,0,0,0,-0.5810198158132348,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,5,28.694166666666668,254.375,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.64843508002065,18.694166666666668,1062.9397172164445,30,187.46855555555558,19362.177083333332,1,1,0,0,-0.5810198158336942,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,6,27.194166666666668,339.1666666666667,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.64843508002065,17.194166666666668,1402.1063838831112,60,177.66855555555557,25816.23611111111,1,1,0,0,-0.5810198158495389,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,7,25.694166666666668,423.95833333333337,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.64843508002065,15.694166666666668,1826.0647172164445,90,167.8685555555556,32270.29513888889,1,1,0,0,-0.581019815859046,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,8,24.59609045531335,486.0301413917777,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.64843508002065,14.596090455313352,2312.0948586082222,120,160.69445764138058,36994.99426227081,1,0,0,0,-0.5810198158639024,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,9,24.194166666666668,508.75,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.64843508002065,14.194166666666668,2820.8448586082222,150,158.06855555555558,38724.354166666664,1,0,0,0,-0.5810198158653846,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,10,24.59609045531335,486.03014139177776,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,3306.875,180,160.69445764138058,36994.99426227081,0,0,0,0,-0.5810198158639032,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,11,25.694166666666668,423.95833333333337,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,3730.8333333333335,210,167.8685555555556,32270.29513888889,0,0,0,0,-0.581019815859046,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2011,12,27.194166666666668,339.1666666666667,47.94166666666667,126.115,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,4070.0,240,177.66855555555557,25816.23611111111,0,0,0,0,-0.5810198158495389,0,0,8.114009089112823,9.350487621905476,9.277782116360797,11.118369063714065,27.372175925925927,4585.400000000001,7.776601391011077,-0.1263888888888829,-1222.8000000000002,4.178867776430274
North East,Cassava,2012,1,28.119027777777777,391.60625,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,391.60625,0,183.7109814814815,29807.76239583333,0,0,0,0,0.9159749883762218,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,2,29.217103989131093,296.0476928128267,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,687.6539428128267,0,190.8850793956565,22534.16355126966,0,0,0,0,0.9159749883439698,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,3,29.619027777777777,261.0708333333333,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,948.72477614616,0,193.5109814814815,19871.84159722222,0,0,0,0,0.9159749883262625,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,4,29.217103989131093,296.04769281282677,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.6384495027434847,19.217103989131093,1244.7724689589868,0,190.8850793956565,22534.163551269663,1,0,0,0,0.9159749883439705,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,5,28.119027777777777,391.60625,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.6384495027434847,18.119027777777777,1636.3787189589868,30,183.7109814814815,29807.76239583333,1,1,0,0,0.9159749883762218,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,6,26.619027777777777,522.1416666666667,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.6384495027434847,16.619027777777777,2158.5203856256535,60,173.91098148148149,39743.68319444444,1,1,0,0,0.9159749884012023,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,7,25.119027777777777,652.6770833333333,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.6384495027434847,15.119027777777777,2811.197468958987,90,164.1109814814815,49679.60399305555,1,1,0,0,0.9159749884161899,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,8,24.02095156642446,748.2356405205064,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.6384495027434847,14.020951566424461,3559.4331094794934,120,156.9368835673065,56953.20283761921,1,0,0,0,0.9159749884238468,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,9,23.619027777777777,783.2125,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,2.6384495027434847,13.619027777777777,4342.645609479493,150,154.3109814814815,59615.52479166666,1,0,0,0,0.9159749884261815,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,10,24.02095156642446,748.2356405205065,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,5090.881249999999,180,156.9368835673065,56953.20283761922,0,0,0,0,0.9159749884238461,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,11,25.119027777777777,652.6770833333333,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,5743.5583333333325,210,164.1109814814815,49679.60399305555,0,0,0,0,0.9159749884161899,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2012,12,26.619027777777777,522.1416666666667,53.513888888888886,110.125,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,6265.7,240,173.91098148148149,39743.68319444444,0,0,0,0,0.9159749884012023,0,1,15.8906104801239,8.114009089112823,9.350487621905476,13.278438861899211,27.044583333333332,5209.5,-0.05991346366299233,-0.575138888888894,2195.7,4.472627702404251
North East,Cassava,2013,1,29.033194444444447,263.49375,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,263.49375,0,189.68353703703707,20056.265937499997,0,0,0,0,-0.4815474189059599,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,2,30.131270655797763,199.196812507716,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,462.690562507716,0,196.85763495121208,15162.197378712315,0,0,0,0,-0.4815474188890039,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,3,30.533194444444447,175.6625,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,638.353062507716,0,199.48353703703708,13370.843958333331,0,0,0,0,-0.4815474188796944,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,4,30.131270655797763,199.19681250771606,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.6565237615319017,20.131270655797763,837.549875015432,0,196.85763495121208,15162.197378712319,1,0,0,0,-0.48154741888900293,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,5,29.033194444444447,263.49375,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.6565237615319017,19.033194444444447,1101.043625015432,30,189.68353703703707,20056.265937499997,1,1,0,0,-0.4815474189059599,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,6,27.533194444444447,351.325,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.6565237615319017,17.533194444444447,1452.368625015432,60,179.8835370370371,26741.687916666662,1,1,0,0,-0.4815474189190918,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,7,26.033194444444447,439.15625,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.6565237615319017,16.033194444444447,1891.524875015432,90,170.08353703703708,33427.10989583333,1,1,0,0,-0.48154741892697134,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,8,24.93511823309113,503.4531874922839,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.6565237615319017,14.935118233091131,2394.978062507716,120,162.90943912286207,38321.17845462101,1,0,0,0,-0.481547418930996,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,9,24.533194444444447,526.9875,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,1.6565237615319017,14.533194444444447,2921.9655625077157,150,160.28353703703706,40112.53187499999,1,0,0,0,-0.4815474189322248,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,10,24.93511823309113,503.453187492284,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,3425.41875,180,162.90943912286207,38321.17845462101,0,0,0,0,-0.4815474189309969,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,11,26.033194444444447,439.15625,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,3864.575,210,170.08353703703708,33427.10989583333,0,0,0,0,-0.48154741892697134,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2013,12,27.533194444444447,351.325,50.0625,117.401,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,4215.9,240,179.8835370370371,26741.687916666662,0,0,0,0,-0.4815474189190918,0,0,15.830697016460908,15.8906104801239,8.114009089112823,13.886816688592072,27.115462962962965,4850.533333333333,-5.891554447269497,0.9141666666666701,-2049.8,3.418917317005698
North East,Cassava,2014,1,28.983055555555556,273.51875,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,273.51875,0,189.355962962963,20819.335520833334,0,0,0,0,-0.37218914291412525,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,2,30.08113176690887,206.77554272575668,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,480.2942927257567,0,196.53006087713797,15739.065060475512,0,0,0,0,-0.37218914290102,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,3,30.483055555555556,182.34583333333333,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,662.64012605909,0,199.15596296296297,13879.557013888887,0,0,0,0,-0.3721891428938247,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,4,30.08113176690887,206.7755427257567,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.6241539763113367,20.08113176690887,869.4156687848467,0,196.53006087713797,15739.065060475514,1,0,0,0,-0.37218914290101957,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,5,28.983055555555556,273.51875,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.6241539763113367,18.983055555555556,1142.9344187848467,30,189.355962962963,20819.335520833334,1,1,0,0,-0.37218914291412525,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,6,27.483055555555556,364.69166666666666,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.6241539763113367,17.483055555555556,1507.6260854515135,60,179.55596296296298,27759.114027777774,1,1,0,0,-0.37218914292427513,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,7,25.983055555555556,455.8645833333333,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.6241539763113367,15.983055555555556,1963.4906687848468,90,169.755962962963,34698.89253472222,1,1,0,0,-0.3721891429303654,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,8,24.88497934420224,522.6077906075766,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.6241539763113367,14.88497934420224,2486.098459392423,120,162.581865048788,39779.162995080034,1,0,0,0,-0.37218914293347577,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,9,24.483055555555556,547.0375,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.6241539763113367,14.483055555555556,3033.1359593924235,150,159.95596296296299,41638.67104166667,1,0,0,0,-0.37218914293442545,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,10,24.88497934420224,522.6077906075766,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,3555.74375,180,162.581865048788,39779.162995080034,0,0,0,0,-0.372189142933477,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,11,25.983055555555556,455.8645833333333,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,4011.608333333333,210,169.755962962963,34698.89253472222,0,0,0,0,-0.3721891429303654,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2014,12,27.483055555555556,364.69166666666666,48.64861111111111,123.971,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,4376.3,240,179.55596296296298,27759.114027777774,0,0,0,0,-0.37218914292427513,0,0,9.93914256919141,15.830697016460908,15.8906104801239,9.838254481173445,27.211759259259257,4952.633333333333,-6.194218711323391,-0.05013888888889184,160.40000000000055,6.043518181901089
North East,Cassava,2015,1,28.887083333333333,265.9375,45.96805555555555,110.525,6.533333333333334,76.11666666666666,1.5666666666666667,0.12666666666666668,0.0,0.0,265.9375,0,188.72894444444447,20242.276041666664,0,0,0,0,-0.4548896346710425,0,0,3.74492385786802,9.93914256919141,15.830697016460908,5.743144034883184,27.46777777777778,4282.400000000001,-0.19955818027789807,-0.09597222222222257,-121.30000000000018,3.635210948730005
